Product,Land,Sugarcane,Straw,Sugar,Molasses,Filter Cake,Bagasse,Ethanol 1G,Ethanol 2G,Vinasse,Electricity,Biomethane,Hydrogen,Bio oil,SAF,Green diesel,Bio Gasoline,Methanol,Biochar,CO2,Carbon credit
Initial Availability - Scenario 71,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 72,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 73,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 74,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 75,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 76,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 77,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 78,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 79,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 80,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 81,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 82,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 83,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 84,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 85,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 86,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 87,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 88,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 89,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 90,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 91,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 92,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 93,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 94,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 95,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 96,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 97,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 98,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 99,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 100,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 101,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 102,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 103,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 104,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 105,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 106,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 107,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 108,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 109,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 110,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 111,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 112,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 113,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 114,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 115,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 116,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 117,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 118,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 119,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 120,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 121,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 122,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 123,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 124,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 125,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 126,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 127,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 128,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 129,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 130,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 131,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 132,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 133,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 134,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 135,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 136,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 137,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 138,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 139,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 140,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 141,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 142,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 143,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 144,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 145,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 146,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 147,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 148,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 149,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 150,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 151,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 152,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 153,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 154,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 155,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 156,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 157,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 158,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 159,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 160,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 161,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 162,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 163,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 164,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 165,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 166,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 167,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 168,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 169,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 170,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 171,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 172,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 173,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 174,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 175,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 176,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 177,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 178,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 179,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 180,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 181,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 182,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 183,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 184,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 185,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 186,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 187,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 188,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 189,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 190,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 191,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 192,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 193,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 194,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 195,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 196,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 197,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 198,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 199,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial Availability - Scenario 200,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
