Varies per block?       ,1,Unit,$,2,1,2024
Varies per sequence?    ,1
# of agents             ,21
Stag,Seq.,Blck,Land,Sugarcane,Straw,Sugar,Molasses,Filter Cake,Bagasse,Ethanol 1G,Ethanol 2G,Vinasse,Electricity,Biomethane,Hydrogen,Bio oil,SAF,Green diesel,Bio Gasoline,Methanol,Biochar,CO2,Carbon credit
1,11,1,-0.0,0.0,-0.0,4.386590544e7,-0.0,0.0,0.0,4.8941e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,12,1,-0.0,0.0,-0.0,4.3531051199999996e7,-0.0,0.0,0.0,4.4036e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,13,1,-0.0,0.0,-0.0,4.671216648e7,-0.0,0.0,0.0,4.6107e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,14,1,-0.0,0.0,-0.0,4.972585464e7,-0.0,0.0,0.0,4.5235e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,15,1,-0.0,0.0,-0.0,4.671216648e7,-0.0,0.0,0.0,4.4581e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,16,1,-0.0,0.0,-0.0,5.1902407199999996e7,-0.0,0.0,0.0,4.5235e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,17,1,-0.0,0.0,-0.0,5.742750216e7,-0.0,0.0,0.0,4.8941e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,18,1,-0.0,0.0,-0.0,6.2115461519999996e7,-0.0,0.0,0.0,5.1012e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,19,1,-0.0,0.0,-0.0,6.86451192e7,-0.0,0.0,0.0,4.8941e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,20,1,-0.0,0.0,-0.0,1.802347344e8,-0.0,0.0,0.0,4.6325e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,21,1,-0.0,0.0,-0.0,1.782246816e8,-0.0,0.0,0.0,4.8614e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,22,1,-0.0,0.0,-0.0,1.638193032e8,-0.0,0.0,0.0,5.7552e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,23,1,-0.0,0.0,-0.0,1.631492856e8,-0.0,0.0,0.0,6.136699999999999e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,24,1,-0.0,0.0,-0.0,1.989952272e8,-0.0,0.0,0.0,5.7879e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,25,1,-0.0,0.0,-0.0,2.207707992e8,-0.0,0.0,0.0,5.3519e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,26,1,-0.0,0.0,-0.0,1.782246816e8,-0.0,0.0,0.0,5.0685e7,-0.0,0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,27,1,-0.0,0.0,-0.0,6.127832592e7,-0.0,0.0,0.0,4.5453e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,28,1,-0.0,0.0,-0.0,5.5585803839999996e7,-0.0,0.0,0.0,4.4363e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,29,1,-0.0,0.0,-0.0,5.2404688559999995e7,-0.0,0.0,0.0,4.6107e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,30,1,-0.0,0.0,-0.0,6.646856664e7,-0.0,0.0,0.0,4.5453e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,31,1,-0.0,0.0,-0.0,7.216108872e7,-0.0,0.0,0.0,4.6325e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,32,1,-0.0,0.0,-0.0,7.28307972e7,-0.0,0.0,0.0,5.3846e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,33,1,-0.0,0.0,-0.0,1.869349104e8,-0.0,0.0,0.0,6.191199999999999e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,34,1,-0.0,0.0,-0.0,2.150756496e8,-0.0,0.0,0.0,6.6272e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,35,1,-0.0,0.0,-0.0,2.033503416e8,-0.0,0.0,0.0,6.7144e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,36,1,-0.0,0.0,-0.0,2.371862304e8,-0.0,0.0,0.0,6.387399999999999e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,37,1,-0.0,0.0,-0.0,2.509215912e8,-0.0,0.0,0.0,6.649e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,38,1,-0.0,0.0,-0.0,2.402013096e8,-0.0,0.0,0.0,6.9978e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,39,1,-0.0,0.0,-0.0,2.003352624e8,-0.0,0.0,0.0,7.194e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,40,1,-0.0,0.0,-0.0,1.72529532e8,-0.0,0.0,0.0,7.5755e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,41,1,-0.0,0.0,-0.0,1.7118949679999998e8,-0.0,0.0,0.0,7.4556e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,42,1,-0.0,0.0,-0.0,2.093805e8,-0.0,0.0,0.0,7.7839364232e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.04762985845e7,-0.0,-0.0,-0.0
1,43,1,-0.0,0.0,-0.0,2.201007816e8,-0.0,0.0,0.0,8.4408086952e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.04762985845e7,-0.0,-0.0,-0.0
1,44,1,-0.0,0.0,-0.0,2.190957552e8,-0.0,0.0,0.0,8.2437470136e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.04762985845e7,-0.0,-0.0,-0.0
1,45,1,-0.0,0.0,-0.0,1.9464011279999998e8,-0.0,0.0,0.0,7.8386757792e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.04762985845e7,-0.0,-0.0,-0.0
1,46,1,-0.0,0.0,-0.0,1.902849984e8,-0.0,0.0,0.0,7.7839364232e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.04762985845e7,-0.0,-0.0,-0.0
1,47,1,-0.0,0.0,-0.0,1.748745936e8,-0.0,0.0,0.0,8.3313299832e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.04762985845e7,-0.0,-0.0,-0.0
1,48,1,-0.0,0.0,-0.0,1.721945232e8,-0.0,0.0,0.0,6.5945e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,49,1,-0.0,0.0,-0.0,1.705194792e8,-0.0,0.0,0.0,6.191199999999999e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,50,1,-0.0,0.0,-0.0,1.8458984879999998e8,-0.0,0.0,0.0,6.278399999999999e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,51,1,-0.0,0.0,-0.0,1.7587962e8,-0.0,0.0,0.0,6.4746e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,52,1,-0.0,0.0,-0.0,1.5611410079999998e8,-0.0,0.0,0.0,6.278399999999999e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,53,1,-0.0,0.0,-0.0,7.299822432e7,-0.0,0.0,0.0,6.104000000000001e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,54,1,-0.0,0.0,-0.0,1.551090744e8,-0.0,0.0,0.0,5.907800000000001e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,55,1,-0.0,0.0,-0.0,1.69179444e8,-0.0,0.0,0.0,7.2594e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,325939.48092,72834.17287,39870.80768,2.04762985845e7,-0.0,-0.0,-0.0
1,56,1,-0.0,0.0,-0.0,7.567705824e7,-0.0,0.0,0.0,7.4556e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,57,1,-0.0,0.0,-0.0,7.5342204e7,-0.0,0.0,0.0,6.8234e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,58,1,-0.0,0.0,-0.0,7.165880736e7,-0.0,0.0,0.0,6.9433e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,59,1,-0.0,0.0,-0.0,7.149138024e7,-0.0,0.0,0.0,6.8561e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,60,1,-0.0,0.0,-0.0,7.232851584e7,-0.0,0.0,0.0,6.5945e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,61,1,-0.0,0.0,-0.0,6.94822548e7,-0.0,0.0,0.0,6.649e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,62,1,-0.0,0.0,-0.0,6.78079836e7,-0.0,0.0,0.0,6.867e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,63,1,-0.0,0.0,-0.0,6.512914968e7,-0.0,0.0,0.0,7.3248e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,64,1,-0.0,0.0,-0.0,6.52965768e7,-0.0,0.0,0.0,7.1504e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,65,1,-0.0,0.0,-0.0,6.11108988e7,-0.0,0.0,0.0,7.6845e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,66,1,-0.0,0.0,-0.0,6.044119032e7,-0.0,0.0,0.0,7.3902e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,67,1,-0.0,0.0,-0.0,6.2617742879999995e7,-0.0,0.0,0.0,7.0305e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,68,1,-0.0,0.0,-0.0,6.0273763199999996e7,-0.0,0.0,0.0,6.867e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,69,1,-0.0,0.0,-0.0,6.4459441199999996e7,-0.0,0.0,0.0,6.9978e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,70,1,-0.0,0.0,-0.0,6.764055648e7,-0.0,0.0,0.0,5.8206e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,71,1,-0.0,0.0,-0.0,6.328745136e7,-0.0,0.0,0.0,6.147599999999999e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,72,1,-0.0,0.0,-0.0,6.060861744e7,-0.0,0.0,0.0,6.6163e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,73,1,-0.0,0.0,-0.0,5.742750216e7,-0.0,0.0,0.0,5.8533e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,74,1,-0.0,0.0,-0.0,6.0776044559999995e7,-0.0,0.0,0.0,5.8206e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,75,1,-0.0,0.0,-0.0,6.563143104e7,-0.0,0.0,0.0,1.6269684984e8,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.04762985845e7,-0.0,-0.0,-0.0
1,76,1,-0.0,0.0,-0.0,6.36223056e7,-0.0,0.0,0.0,1.5568971768e8,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.04762985845e7,-0.0,-0.0,-0.0
1,77,1,-0.0,0.0,-0.0,6.412458696e7,-0.0,0.0,0.0,6.5836e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,78,1,-0.0,0.0,-0.0,6.127832592e7,-0.0,0.0,0.0,6.267499999999999e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,79,1,-0.0,0.0,-0.0,6.0776044559999995e7,-0.0,0.0,0.0,6.212999999999999e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,80,1,-0.0,0.0,-0.0,5.709264792e7,-0.0,0.0,0.0,6.4201e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,81,1,-0.0,0.0,-0.0,5.709264792e7,-0.0,0.0,0.0,5.2974e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,82,1,-0.0,0.0,-0.0,5.926920048e7,-0.0,0.0,0.0,4.8069e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,83,1,-0.0,0.0,-0.0,5.759492928e7,-0.0,0.0,0.0,6.7035e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,84,1,-0.0,0.0,-0.0,5.35766784e7,-0.0,0.0,0.0,5.5917e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,85,1,-0.0,0.0,-0.0,5.458124112e7,-0.0,0.0,0.0,4.033e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,86,1,-0.0,0.0,-0.0,5.1400125839999996e7,-0.0,0.0,0.0,3.9676e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,87,1,-0.0,0.0,-0.0,4.403333256e7,-0.0,0.0,0.0,4.1747e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,88,1,-0.0,0.0,-0.0,4.788415632e7,-0.0,0.0,0.0,4.5453e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,89,1,-0.0,0.0,-0.0,4.420075968e7,-0.0,0.0,0.0,4.687e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,90,1,-0.0,0.0,-0.0,4.5372749519999996e7,-0.0,0.0,0.0,4.36e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,91,1,-0.0,0.0,-0.0,4.1187071519999996e7,-0.0,0.0,0.0,4.4908e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,92,1,-0.0,0.0,-0.0,3.951280032e7,-0.0,0.0,0.0,4.2183e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,93,1,-0.0,0.0,-0.0,4.487046816e7,-0.0,0.0,0.0,4.3818e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,94,1,-0.0,0.0,-0.0,5.35766784e7,-0.0,0.0,0.0,4.5017e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,95,1,-0.0,0.0,-0.0,5.508352248e7,-0.0,0.0,0.0,4.3382e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,96,1,-0.0,0.0,-0.0,5.625551232e7,-0.0,0.0,0.0,4.142e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,97,1,-0.0,0.0,-0.0,4.85538648e7,-0.0,0.0,0.0,3.8368e7,0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,98,1,-0.0,0.0,-0.0,5.3744105519999996e7,-0.0,0.0,0.0,4.0003e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,99,1,-0.0,0.0,-0.0,5.6590366559999995e7,-0.0,0.0,0.0,3.9458e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,100,1,-0.0,0.0,-0.0,5.960405472e7,-0.0,0.0,0.0,4.3818e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,101,1,-0.0,0.0,-0.0,6.462686832e7,-0.0,0.0,0.0,4.5017e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,102,1,-0.0,0.0,-0.0,7.433764128e7,-0.0,0.0,0.0,4.7415e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,103,1,-0.0,0.0,-0.0,7.031939039999999e7,-0.0,0.0,0.0,4.3818e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
1,104,1,-0.0,0.0,-0.0,7.400278703999999e7,-0.0,0.0,0.0,4.1202e7,-0.0,-0.0,1.7563636364e7,0.0,-0.0,-0.0,7.487696866127001e7,1.673194685668e7,9.15938507392e6,2.04762985845e7,-0.0,-0.0,-0.0
