Product,Land,Sugarcane,Straw,Sugar,Molasses,Filter Cake,Bagasse,Ethanol 1G,Ethanol 2G,Vinasse,Electricity,Biomethane,Hydrogen,Bio oil,SAF,Green diesel,Bio Gasoline,Methanol,Biochar,CO2,Carbon credit
Produced - Scenario 12,0.0,1.9234162696e6,269278.2777,83341.627,0.0,57702.4881,480854.0674,1.09e8,0.0,1.19507623081e9,218570.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51291.7417,0.0
Produced - Scenario 13,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 14,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 15,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 16,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 17,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 18,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 19,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 20,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 21,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 22,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 23,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 24,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 25,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 26,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 27,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 28,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 29,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 30,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 31,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 32,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 33,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 34,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 35,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 36,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 37,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 38,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 39,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 40,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 41,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 42,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 43,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 44,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 45,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 46,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 47,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 48,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 49,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 50,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 51,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 52,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 53,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 54,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 55,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 56,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 57,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 58,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 59,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 60,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 61,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 62,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 63,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 64,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 65,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 66,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 67,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 68,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 69,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 70,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 71,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 72,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 73,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 74,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 75,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 76,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 77,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 78,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 79,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 80,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 81,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 82,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 83,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 84,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 85,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 86,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 87,0.0,1.9234162696e6,269278.2777,83341.627,0.0,57702.4881,480854.0674,1.09e8,0.0,1.19507623081e9,218570.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51291.7417,0.0
Produced - Scenario 88,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 89,0.0,3.864e6,540960.0,167427.12,0.0,115920.0,966000.0,2.1897288e8,0.0,2.40081912e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103041.288,0.0
Produced - Scenario 90,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 91,0.0,1.9234162696e6,269278.2777,83341.627,0.0,57702.4881,480854.0674,1.09e8,0.0,1.19507623081e9,218570.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51291.7417,0.0
Produced - Scenario 92,0.0,1.9234162696e6,269278.2777,83341.627,0.0,57702.4881,480854.0674,1.09e8,0.0,1.19507623081e9,218570.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51291.7417,0.0
Produced - Scenario 93,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 94,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 95,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 96,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 97,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 98,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 99,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 100,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 101,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 102,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 103,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 104,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 105,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 106,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 107,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 108,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 109,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 110,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 111,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 112,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 113,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 114,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 115,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 116,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 117,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 118,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 119,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 120,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 121,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
Produced - Scenario 122,0.0,3.864e6,540960.0,335008.8,0.0,115920.0,966000.0,1.09478712e8,0.0,1.20039024e9,439090.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51391.2,0.0
