Varies per block?       ,1,Unit,$,2,1,2024
Varies per sequence?    ,1
# of agents             ,5
Stag,Seq.,Blck,Resulting profit,Sales revenue,Opex,Annual Capex,Violation penalty
1,27,1,3.440444430299319e7,2.3339188463753805e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,28,1,2.762192222299315e7,2.26609362557538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,29,1,2.618480694299318e7,2.2517224727753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,30,1,3.959468502299316e7,2.38582125357538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,31,1,4.6159207102993146e7,2.45146647437538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,32,1,5.4349915582993165e7,2.5333735591753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,33,1,9.918414793259315e7,2.7517781298713803e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,34,1,1.316848871325932e8,3.076785521871381e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,35,1,1.208315791325932e8,2.968252441871381e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,36,1,1.5139746793259317e8,3.2739113298713803e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,37,1,1.6774882873259318e8,3.4374249378713804e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,38,1,1.605165471325932e8,3.365102121871381e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,39,1,1.2261249993259315e8,2.9860616498713803e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,40,1,9.862176953259312e7,2.74615434587138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,41,1,9.608273433259313e7,2.72076399387138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,42,1,1.3721898682312316e8,3.1311212235766804e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,43,1,1.5450799114312315e8,3.3040112667766804e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,44,1,1.5153234792712313e8,3.27425483461668e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,45,1,1.2302599318312319e8,2.9891912871766806e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,46,1,1.1812348522312315e8,2.94016620757668e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,47,1,1.0818701602312316e8,2.8408015155766803e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,48,1,8.84767607325931e7,2.64470425787138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,49,1,8.27687167325931e7,2.58762381787138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,50,1,9.771108633259313e7,2.73704751387138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,51,1,9.096285753259312e7,2.66956522587138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,52,1,6.92353383325931e7,2.4522900338713798e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,53,1,6.171134270299317e7,2.6069878303753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,54,1,6.452431193259312e7,2.40517976987138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,55,1,9.211068153259312e7,2.68104346587138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,56,1,7.790617662299316e7,2.76893616957538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,57,1,7.124932238299315e7,2.70236762717538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,58,1,6.876492574299319e7,2.6775236607753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,59,1,6.772549862299319e7,2.6671293895753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,60,1,6.594663422299315e7,2.64934074557538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,61,1,6.364537318299319e7,2.6263281351753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,62,1,6.415110198299314e7,2.63138542317538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,63,1,6.6050268062993184e7,2.6503770839753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,64,1,6.447369518299319e7,2.6346113551753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,65,1,6.562901718299319e7,2.6461645751753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,66,1,6.201630870299317e7,2.6100374903753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,67,1,6.059586126299317e7,2.5958330159753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,68,1,5.6616881582993165e7,2.5560432191753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,69,1,6.2110559582993165e7,2.6109799991753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,70,1,5.3519674862993196e7,2.5250711519753805e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,71,1,5.243656974299313e7,2.5142401007753798e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,72,1,5.4444735822993174e7,2.5343217615753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,73,1,4.363362054299314e7,2.42621060877538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,74,1,4.665516294299318e7,2.4564260327753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,75,1,7.832740347112311e7,2.5422053900566798e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,76,1,6.931114587112312e7,2.45204281405668e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,77,1,5.7633705342993155e7,2.56621145677538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,78,1,5.162644430299313e7,2.50613884637538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,79,1,5.057916294299318e7,2.4956660327753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,80,1,4.896676630299319e7,2.4795420663753805e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,81,1,3.773976630299319e7,2.3672720663753805e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,82,1,3.5011318862993136e7,2.33998759197538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,83,1,5.230304766299315e7,2.51290487997538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,84,1,3.716679678299315e7,2.36154237117538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,85,1,2.258435950299318e7,2.2157179983753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,86,1,1.874924422299315e7,2.17736684557538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,87,1,1.3453450942993179e7,2.1244089127753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,88,1,2.101027470299317e7,2.1999771503753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,89,1,1.8743878062993184e7,2.1773131839753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,90,1,1.6645867902993158e7,2.15633308237538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,91,1,1.3768189902993158e7,2.12755630237538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,92,1,9.36891870299317e6,2.0835635903753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,93,1,1.6361586542993143e7,2.15349026877538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,94,1,2.6266796782993153e7,2.25254237117538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,95,1,2.6138640862993136e7,2.25126081197538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,96,1,2.534863070299317e7,2.2433607103753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,97,1,1.4594983182993189e7,2.1358242351753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,98,1,2.1420223902993158e7,2.20407664237538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,99,1,2.372148494299318e7,2.2270892527753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,100,1,3.1095173102993146e7,2.30082613437538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,101,1,3.731698670299317e7,2.3630442703753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,102,1,4.942575966299315e7,2.48413199997538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,103,1,4.181050878299315e7,2.40797949117538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,104,1,4.287790542299314e7,2.41865345757538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,105,1,6.130861113259311e7,2.37302276187138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,106,1,5.65624263325931e7,2.3255609138713798e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,107,1,4.7708769822993174e7,2.4669621015753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,108,1,5.002477998299314e7,2.49012220317538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,109,1,4.558374950299318e7,2.4457118983753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,110,1,4.248807150299318e7,2.4147551183753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,111,1,3.2508725662993148e7,2.31496165997538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,112,1,3.3376318862993136e7,2.32363759197538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,113,1,2.477221374299319e7,2.2375965407753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,114,1,2.1836108622993186e7,2.2082354895753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,115,1,2.6574640862993136e7,2.25562081197538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,116,1,2.543751542299314e7,2.24424955757538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,117,1,2.285982726299317e7,2.2184726759753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,118,1,2.3070932382993177e7,2.2205837271753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,119,1,2.369792222299315e7,2.22685362557538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,120,1,2.087177646299316e7,2.19859216797538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,121,1,1.4057837422993138e7,2.13045277757538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,122,1,1.8927973022993162e7,2.17915413357538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,123,1,1.5178295022993162e7,2.14165735357538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,124,1,1.2382606862993136e7,2.11370047197538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,125,1,1.696156622299315e7,2.15949006557538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,126,1,1.202859670299317e7,2.1101603703753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,127,1,7.667637342993155e6,2.06655077677538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,128,1,5.98206446299316e6,2.04969504797538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,129,1,3.023355982993141e6,2.02010796317538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,130,1,1.3236410302993193e7,2.1222385063753805e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,131,1,1.0697993342993155e7,2.09685433677538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,132,1,6.9213051829931885e6,2.0590874551753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,133,1,1.1126139102993146e7,2.10113579437538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,134,1,1.3088139102993146e7,2.12075579437538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,135,1,1.3014003502993181e7,2.1200144383753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,136,1,9.914878062993184e6,2.0890231839753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,137,1,1.1725159422993138e7,2.10712599757538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,138,1,1.7685295022993162e7,2.16672735357538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,139,1,1.5766013662993148e7,2.14753453997538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,140,1,8.1001899029931575e6,2.07087630237538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,141,1,1.1600450942993179e7,2.1058789127753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,142,1,1.8732576382993177e7,2.1772001671753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,143,1,2.0188847582993165e7,2.1917628791753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,144,1,1.7997545902993158e7,2.16984986237538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,145,1,1.9189651022993162e7,2.18177091357538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,146,1,1.9341369662993148e7,2.18328809997538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,147,1,-2.862644017006859e6,1.96124796317538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,148,1,-1.831071137006864e6,1.97156369197538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,149,1,178054.30299319327,1.9916549463753805e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,150,1,7.995596702993169e6,2.0698303703753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,151,1,1.4170284862993136e7,2.13157725197538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,152,1,1.1663284862993136e7,2.10650725197538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,153,1,1.687612894299318e7,2.1586356927753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,154,1,2.347551542299314e7,2.22462955757538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,155,1,2.3105796782993153e7,2.22093237117538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,156,1,2.3242766302993193e7,2.2223020663753805e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,157,1,3.123118326299317e7,2.3021862359753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,158,1,4.145898670299317e7,2.4044642703753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,159,1,3.490135950299318e7,2.3388879983753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,160,1,5.300513246299316e7,2.51992572797538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,161,1,6.4936705342993155e7,2.63924145677538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,162,1,6.1363268062993184e7,2.6035070839753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,163,1,5.800783078299315e7,2.56995271117538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,164,1,6.5584769822993174e7,2.6457221015753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,165,1,7.027176982299314e7,2.69259210157538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,166,1,7.371264438299315e7,2.72700084717538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,167,1,1.1571983379112317e8,2.9161296932566804e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,168,1,9.329429835112311e7,2.69187433885668e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,169,1,5.721782062299313e7,2.5620526095753798e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,170,1,5.627168502299316e7,2.55259125357538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,171,1,7.073477998299311e7,2.6972222031753796e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,172,1,7.502849862299316e7,2.74015938957538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,173,1,8.107018659112312e7,2.56963322125668e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,174,1,8.086438995112313e7,2.56757525485668e8,1.52586590707356e8,2.3306544827188864e7,0.0
1,175,1,6.4952413822993174e7,2.6393985415753803e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,176,1,6.699640366299315e7,2.65983843997538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,177,1,6.5953529102993146e7,2.64940969437538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,178,1,6.493325790299316e7,2.63920698237538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,179,1,7.439806134299313e7,2.73385501677538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,180,1,6.511390542299314e7,2.64101345757538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,181,1,7.425246153259312e7,2.50246126587138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,182,1,7.605252313259311e7,2.52046188187138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,183,1,7.94635583325931e7,2.5545722338713798e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,184,1,1.1942747353259318e8,2.9542113858713806e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,185,1,1.0545809513259314e8,2.81451760187138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,186,1,9.167468153259312e7,2.67668346587138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,187,1,9.886691913259314e7,2.74860584187138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,188,1,9.761009513259314e7,2.73603760187138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,189,1,1.1210533273259316e8,2.8809899778713804e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,190,1,1.1573749113259314e8,2.91731156187138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,191,1,9.62602887325931e7,2.72253953787138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,192,1,5.1754030862993196e7,2.5074147119753805e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,193,1,7.434191913259311e7,2.50335584187138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,194,1,6.044461993259312e7,2.36438284987138e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,195,1,6.19546023325931e7,2.3794826738713798e8,1.5268712022735602e8,2.3306544827188864e7,0.0
1,196,1,4.696492574299319e7,2.4595236607753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,197,1,4.648524774299319e7,2.4547268807753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,198,1,5.827046814299317e7,2.5725790847753802e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,199,1,5.248465454299314e7,2.51472094877538e8,1.75680895507356e8,2.3306544827188864e7,0.0
1,200,1,5.1702498622993186e7,2.5068993895753804e8,1.75680895507356e8,2.3306544827188864e7,0.0
